2024-02-04 19:28:41,1304
2024-02-04 19:28:42,1304
2024-02-04 19:28:43,1304
2024-02-04 19:28:44,1304
2024-02-04 19:28:45,1304
2024-02-04 19:28:46,1304
2024-02-04 19:28:47,1304
2024-02-04 19:30:09,1529
2024-02-04 19:30:10,1520
2024-02-04 19:30:11,1510
2024-02-04 19:30:12,1500
2024-02-04 19:30:13,1490
2024-02-04 19:30:14,1481
2024-02-04 19:30:15,1473
2024-02-04 19:30:16,1465
2024-02-04 19:30:17,1458
2024-02-04 19:30:18,1453
2024-02-04 19:30:19,1447
2024-02-04 19:30:20,1443
2024-02-04 19:30:21,1438
2024-02-04 19:30:22,1432
2024-02-04 19:30:23,1427
2024-03-09 20:19:15,430
2024-03-09 20:19:16,428
2024-03-09 20:19:17,402
2024-03-09 20:19:18,404
2024-03-09 20:19:19,408
2024-03-09 20:19:20,471
2024-03-09 20:19:21,474
2024-03-09 20:19:22,441
2024-03-09 20:19:23,457
2024-03-09 20:19:24,436
2024-03-09 20:19:25,432
2024-03-09 20:19:26,485
2024-03-09 20:19:27,419
2024-03-09 20:19:28,429
2024-03-09 20:19:29,493
2024-03-09 20:19:30,423
2024-03-09 20:19:31,491
2024-03-09 20:19:32,428
2024-03-09 20:19:33,438
2024-03-09 20:19:34,408
2024-03-09 20:19:35,423
2024-03-09 20:19:36,443
2024-03-09 20:19:37,403
2024-03-09 20:19:38,455
2024-03-09 20:19:39,447
2024-03-09 20:19:40,419
2024-03-09 20:19:41,426
2024-03-09 20:19:42,409
2024-03-09 20:19:43,432
2024-03-09 20:19:44,435
2024-03-09 20:19:45,405
2024-03-09 20:19:46,460
2024-03-09 20:19:47,451
2024-03-09 20:19:48,425
2024-03-09 20:19:49,490
2024-03-09 20:19:50,492
2024-03-09 20:19:51,401
2024-03-09 20:19:52,458
2024-03-09 20:19:53,471
2024-03-09 20:19:54,402
2024-03-09 20:19:55,408
2024-03-09 20:19:56,430
2024-03-09 20:19:57,468
2024-03-09 20:19:58,455
2024-03-09 20:19:59,434
2024-03-09 20:20:00,416
2024-03-09 20:20:01,484
2024-03-09 20:20:02,488
2024-03-09 20:20:03,488
2024-03-09 20:20:04,426
2024-03-09 20:20:05,452
2024-03-09 20:20:06,410
2024-03-09 20:20:07,428
2024-03-09 20:20:08,445
2024-03-09 20:20:09,418
2024-03-09 20:20:10,416
2024-03-09 20:20:11,429
2024-03-09 20:20:12,410
2024-03-09 20:20:13,495
2024-03-09 20:20:14,443
2024-03-09 20:20:15,468
2024-03-09 20:20:16,439
2024-03-09 20:20:17,413
2024-03-09 20:20:18,462
2024-03-09 20:20:19,418
2024-03-09 20:20:20,422
2024-03-09 20:20:21,478
2024-03-09 20:20:22,437
2024-03-09 20:20:23,468
2024-03-09 20:20:24,480
2024-03-09 20:20:25,449
2024-03-09 20:20:26,432
2024-03-09 20:20:27,415
2024-03-09 20:20:28,432
2024-03-09 20:20:29,490
2024-03-09 20:20:30,424
2024-03-09 20:20:31,477
2024-03-09 20:20:32,439
2024-03-09 20:22:16,459
2024-03-09 20:22:17,454
